2059171,tt2059171,13 Sins,2014,R,93 min,"Comedy, Horror, Thriller",4/11/14,Daniel Stamm,"David Birke (screenplay), Daniel Stamm (screenplay), Chookiat Sakveerakul (source Material: ""13: Game of Death"" by), Eakasit Thairatana (source material: ""13: Game of Death"" by)","Mark Webber, Devon Graye, Tom Bower, Rutina Wesley",44,6.2,"15,923",http://ia.media-imdb.com/images/M/MV5BNzA0NDIwNjI3OF5BMl5BanBnXkFtZTgwMDMzNzE0MTE@._V1_SX300.jpg,"A cryptic phone call sets off a dangerous game of risks for Elliot, a down-on-his luck salesman. The game promises increasing rewards for completing 13 tasks, each more sinister than the last.","Elliot Brindle is a bright, meek salesman, drowning in debt - and desperate as he's about to marry the love of his life. Upon receiving a phone call informing him that he's on a hidden camera game show where he must execute 13 tasks to receive a sum total cash prize of $6.2M, Elliot dismissively follows through with his first two instructions: swat the fly that is currently bothering him, then eat the fly. With thousands of dollars suddenly appearing in his bank account, Elliot remains skeptical, though comforted by the knowledge that he can stop playing at anytime if only to lose every penny that he's won. Trapped into the horrors manipulated by unseen spectators, Elliot's need to complete the game escalates as the tasks grow more extreme, to a devastating point of no return.",English,USA,1 nomination.
2294449,tt2294449,22 Jump Street,2014,R,112 min,"Action, Comedy, Crime",6/13/14,"Phil Lord, Christopher Miller","Michael Bacall (screenplay), Oren Uziel (screenplay), Rodney Rothman (screenplay), Michael Bacall (story), Jonah Hill (story), Patrick Hasburgh (television series ""21 Jump Street""), Stephen J. Cannell (television series ""21 Jump Street"")","Jonah Hill, Channing Tatum, Peter Stormare, Wyatt Russell",71,7.2,"166,675",http://ia.media-imdb.com/images/M/MV5BMTcwNzAxMDU1M15BMl5BanBnXkFtZTgwNDE2NTU1MTE@._V1_SX300.jpg,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.","After making their way through high school (twice), big changes are in store for officers Schmidt (Jonah Hill) and Jenko (Channing Tatum) when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.",English,USA,5 wins & 14 nominations.
2304459,tt2304459,23 Blast,2014,PG-13,98 min,"Drama, Family, Sport",10/24/14,Dylan Baker,"Bram Hoover, Toni Hoover","Mark Hapka, Bram Hoover, Stephen Lang, Max Adler",45,5.5,261,http://ia.media-imdb.com/images/M/MV5BMTYwNjIxOTc4NF5BMl5BanBnXkFtZTgwMTI0MDA5MjE@._V1_SX300.jpg,"When a high school football star is suddenly stricken with irreversible total blindness, he must decide whether to live a safe handicapped life or bravely return to the life he once knew and the sport he still loves.","In the prime of his youth, up and coming football star, Travis Freeman, lost his sight due to a sinus infection caused by a rare disease. Overnight, he became irreversibly blind, and had to cope with all the new trials and changes awaiting him. With the love and support of his family and closest friends he learned to push himself to extraordinary heights. Relying on his other senses and his instincts, he did the unthinkable! Displaying unconditional determination he proved nothing could dampen the spirit of a champion!",English,USA,1 win.
2172934,tt2172934,3 Days to Kill,2014,PG-13,117 min,"Action, Drama, Thriller",2/21/14,McG,"Adi Hasak (screenplay), Luc Besson (screenplay), Luc Besson (story)","Kevin Costner, Amber Heard, Hailee Steinfeld, Connie Nielsen",40,6.2,"52,501",http://ia.media-imdb.com/images/M/MV5BMzM0MjE0Nzg1N15BMl5BanBnXkFtZTgwODA4ODE4MDE@._V1_SX300.jpg,A dying CIA agent trying to reconnect with his estranged daughter is offered an experimental drug that could save his life in exchange for one last assignment.,"A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter, whom he's previously kept at arm's length to keep out of danger. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.","English, French, German, Serbian","USA, France, Greece, Russia",N/A
1253863,tt1253863,300: Rise of an Empire,2014,R,102 min,"Action, Drama, Fantasy",3/7/14,Noam Murro,"Zack Snyder (screenplay), Kurt Johnstad (screenplay), Frank Miller (graphic novel ""Xerxes"")","Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson",48,6.3,"166,640",http://ia.media-imdb.com/images/M/MV5BMTEwNTU2MjAwMDdeQTJeQWpwZ15BbWU3MDk2Njc2Njk@._V1_SX300.jpg,"Greek general Themistokles leads the charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy.","After its victory over Leonidas' 300, the Persian Army under the command of Xerxes marches towards the major Greek city-states. The Democratic city of Athens, first on the path of Xerxes' army, bases its strength on its fleet, led by admiral Themistocles. Themistocles is forced to an unwilling alliance with the traditional rival of Athens, oligarchic Sparta whose might lies with its superior infantry troops. But Xerxes still reigns supreme in numbers over sea and land.",English,USA,5 nominations.
2217895,tt2217895,4 Minute Mile,2014,PG-13,96 min,Drama,8/1/14,Charles-Olivier Michaud,"Josh Campbell, Jeff Van Wie","Analeigh Tipton, Cam Gigandet, Kim Basinger, Richard Jenkins",48,6.3,999,http://ia.media-imdb.com/images/M/MV5BMTUwMzY4OTI5NV5BMl5BanBnXkFtZTgwNDUzNzYwMjE@._V1_SX300.jpg,"A former track coach decides to train a student with natural athletic talent. Tragedy strikes right before the biggest race of his life, forcing him to confront everything that has been holding him back.","One Square Mile is a highly charged, emotional story of a disenfranchised teen living on the wrong side of the tracks. Desperate for a way out, his life collides with an old reclusive track coach, angry at the world with no purpose in life, with who he eventually forms a bond. The two are forced to face their circumstances as they race to save each other and ultimately - themselves.",English,USA,N/A
1777595,tt1777595,50 to 1,2014,PG-13,110 min,Drama,3/21/14,Jim Wilson,"Faith Conroy, Jim Wilson","Skeet Ulrich, Christian Kane, William Devane, Madelyn Deutch",37,7.6,321,http://ia.media-imdb.com/images/M/MV5BNTQ0MDc0NTQ1OV5BMl5BanBnXkFtZTgwNDY2NjU3MDE@._V1_SX300.jpg,A misfit group of New Mexico cowboys find themselves on the journey of a lifetime when their crooked-footed racehorse qualifies for the Kentucky Derby. Based on the inspiring true story of ...,"A misfit group of New Mexico cowboys find themselves on the journey of a lifetime when their crooked-footed racehorse qualifies for the Kentucky Derby. Based on the inspiring true story of Mine That Bird, the cowboys face a series of mishaps on their way to Churchill Downs, becoming the ultimate underdogs in a final showdown with the world's racing elite.",English,USA,N/A
2891174,tt2891174,99 Homes,2014,R,N/A,Drama,4/16/15,Ramin Bahrani,"Ramin Bahrani (story), Ramin Bahrani, Amir Naderi, Bahareh Azimi (story)","Andrew Garfield, Laura Dern, Michael Shannon, Tim Guinee",71,7.4,311,http://ia.media-imdb.com/images/M/MV5BOTA5ODE5ODQ2M15BMl5BanBnXkFtZTgwNjMwNjQ0MjE@._V1_SX300.jpg,A father struggles to get back the home that his family was evicted from by working for the greedy real estate broker who's the source of his frustration.,"Around the world everyone knows that honest hard work gets you nowhere. In sunny Orlando, Florida, construction worker Dennis Nash learns this the hard way when he is evicted from his home by a charismatic, gun-toting real-estate broker, Rick Carver. Humiliated and homeless, Nash has no choice but to move his mom and nine-year old son into a shabby, dangerous motel. All is lost. Until an unexpected opportunity arises for Nash to strike a deal with the devil - he begins working for Carver in a desperate attempt to get his home back. Carver seduces Nash into a risky world of scamming and stealing from the banks and the government; he teaches Nash how the rich get richer. Living a double life, Nash hides his new boss and job from his family. He rises fast and makes real money; he dreams bigger. But there is a cost. On Carver's orders, Nash must evict honest families from their homes - just as it happened to him. Nash's conscience starts tearing him apart... but his son needs a home. In a dramatic high stakes climax, with a 1,000 home deal on the line, Nash will have to choose between destroying an honest man for the ultimate win or risking it all by going against Carver and finding redemption.",English,USA,2 wins & 1 nomination.
2180994,tt2180994,A Good Marriage,2014,R,102 min,Thriller,10/3/14,Peter Askin,Stephen King (short story),"Joan Allen, Anthony LaPaglia, Stephen Lang, Cara Buono",43,5.1,"2,016",http://ia.media-imdb.com/images/M/MV5BMTk3MjY2ODgwNl5BMl5BanBnXkFtZTgwMTQ0Mjg0MjE@._V1_SX300.jpg,"After 25 years of a good marriage, what will Darcy do once she discovers her husband's sinister secret?","After 25 years of a good marriage, what will Darcy do once she discovers her husband's sinister secret?",English,USA,N/A
2828996,tt2828996,A Haunted House 2,2014,R,86 min,"Comedy, Horror",4/18/14,Michael Tiddes,"Marlon Wayans, Rick Alvarez, Marlon Wayans (characters), Rick Alvarez (characters)","Marlon Wayans, Jaime Pressly, Essence Atkins, Gabriel Iglesias",17,4.7,"9,755",http://ia.media-imdb.com/images/M/MV5BMTQ4Njc2MTY4OF5BMl5BanBnXkFtZTgwNTQyNTg1MTE@._V1_SX300.jpg,"Having exorcised the demons of his ex, Malcolm is starting fresh with his new girlfriend and her two children. After moving into their dream home, however, Malcolm is once again plagued by bizarre paranormal events.","After losing his beloved Kisha in a car accident, Malcolm starts anew, by remarrying Megan, a mother of two. When things begin to get back into their paranormal ways, targeting both the children and the property, things complicate even more when his back-to-life Kisha moves into the neighborhood.",English,USA,N/A
910885,tt0910885,A Merry Friggin' Christmas,2014,PG-13,88 min,Comedy,11/22/14,Tristram Shapeero,Michael Brown,"Joel McHale, Lauren Graham, Clark Duke, Oliver Platt",28,5.1,"2,601",http://ia.media-imdb.com/images/M/MV5BMTk1NDQ4MzE4Nl5BMl5BanBnXkFtZTgwNTU2NjY5MjE@._V1_SX300.jpg,"Boyd Mitchler and his family must spend Christmas with his estranged family of misfits. Upon realizing that he left all his son's gifts at home, he hits the road with his dad in an attempt to make the 8-hour round trip before sunrise.","Boyd Mitchler and his family must spend Christmas with his estranged family of misfits. Upon realizing that he left all his son's gifts at home, he hits the road with his dad in an attempt to make the 8-hour round trip before sunrise.","English, Dari",USA,N/A
2557490,tt2557490,A Million Ways to Die in the West,2014,R,116 min,"Comedy, Western",5/30/14,Seth MacFarlane,"Seth MacFarlane, Alec Sulkin, Wellesley Wild","Seth MacFarlane, Charlize Theron, Amanda Seyfried, Liam Neeson",44,6.2,"93,900",http://ia.media-imdb.com/images/M/MV5BMTQ0NDcyNjg0MV5BMl5BanBnXkFtZTgwMzk4NTA4MTE@._V1_SX300.jpg,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.","Set in 1882 in the American west, Albert is a lowly farmer with a nice girlfriend. But when she leaves him for the more successful and handsome owner of a moustachery store, Albert returns to his lonely daily life of trying to avoid death. Then the mysterious Anna rides into town and captures Albert's interest and heart, but with her deadly husband in town, Albert is going to have to become the western gun-slinging hero he never was. It won't be easy because there are a million ways to die in the west.","English, Navajo, Mandarin",USA,5 nominations.
2937898,tt2937898,A Most Violent Year,2014,R,125 min,"Action, Crime, Drama",1/16/15,J.C. Chandor,J.C. Chandor,"Oscar Isaac, Jessica Chastain, David Oyelowo, Alessandro Nivola",81,7.4,"2,403",http://ia.media-imdb.com/images/M/MV5BMjE4OTY4ODg3Ml5BMl5BanBnXkFtZTgwMTI1MTg1MzE@._V1_SX300.jpg,"In New York City 1981, an ambitious immigrant fights to protect his business and family during the most dangerous year in the city's history.","A crime drama set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on a the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built.","English, Spanish",USA,Nominated for 1 Golden Globe. Another 7 wins & 31 nominations.
1972571,tt1972571,A Most Wanted Man,2014,R,122 min,Thriller,8/1/14,Anton Corbijn,"Andrew Bovell (screenplay), John le CarrÈ (novel), Stephen Cornwell (additional writing)","Grigoriy Dobrygin, Philip Seymour Hoffman, Homayoun Ershadi, Mehdi Dehbi",73,6.9,"36,290",http://ia.media-imdb.com/images/M/MV5BODY2MTA0MjYzMl5BMl5BanBnXkFtZTgwOTE3NzE4MTE@._V1_SX300.jpg,"A Chechen Muslim illegally immigrates to Hamburg, where he gets caught in the international war on terror.","When a half-Chechen, half-Russian, brutally tortured immigrant turns up in Hamburg's Islamic community, laying claim to his father's ill gotten fortune, both German and US security agencies take a close interest: as the clock ticks down and the stakes rise, the race is on to establish this most wanted man's true identity - oppressed victim or destruction-bent extremist? Based on John le CarrÈ's novel, A MOST WANTED MAN is a contemporary, cerebral tale of intrigue, love, rivalry, and politics that prickles with tension right through to its last heart-stopping scene.","English, Turkish","UK, USA, Germany",2 wins & 1 nomination.
2265050,tt2265050,A Short History of Decay,2014,R,94 min,Comedy,5/16/14,Michael Maren,Michael Maren,"Emmanuelle Chriqui, Kathleen Rose Perkins, Bryan Greenberg, Harris Yulin",54,6.1,222,http://ia.media-imdb.com/images/M/MV5BMTkyOTg1MzE2NF5BMl5BanBnXkFtZTgwMTg3MTQ3MTE@._V1_SX300.jpg,"A comedy from an original script by Michael Maren, about a failed Brooklyn writer, Nathan Fisher, played by Bryan Greenberg, who visits his ailing parents in Florida. His mother (Lavin) has...","A comedy from an original script by Michael Maren, about a failed Brooklyn writer, Nathan Fisher, played by Bryan Greenberg, who visits his ailing parents in Florida. His mother (Lavin) has Alzheimer's and his father (Yulin) has recently had a stroke.",English,USA,N/A
365907,tt0365907,A Walk Among the Tombstones,2014,R,114 min,"Crime, Drama, Mystery",9/19/14,Scott Frank,"Scott Frank (screenplay), Lawrence Block (novel)","Liam Neeson, Maurice Compte, Patrick McDade, Luciano Acuna Jr.",57,6.6,"46,684",http://ia.media-imdb.com/images/M/MV5BMTQ3NzY2MTg1M15BMl5BanBnXkFtZTgwODY2Njk4MTE@._V1_SX300.jpg,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,Matt Scudder is a former cop now a private eye. He is asked by a drug dealer to find the men who kidnapped his wife. It seems like they killed her even after he paid them. Scudder refuses. But the man later goes to see him and tells him how his wife was killed. Scudder takes the job. He does some research and thinks the men he is looking for have done this more than once. And that everyone they grabbed is connected to a drug dealer. He was about to give up when they grab another girl and Scudder tries make sure she's returned alive.,"English, Spanish",USA,N/A
2667918,tt2667918,About Alex,2014,R,99 min,Drama,8/8/14,Jesse Zwick,Jesse Zwick,"Nate Parker, Jason Ritter, Maggie Grace, Max Greenfield",45,6.3,"1,567",http://ia.media-imdb.com/images/M/MV5BMjg1ODkxMzAxOV5BMl5BanBnXkFtZTgwMjEzNjYwMjE@._V1_SX300.jpg,"When a group of old college friends reunite over a long weekend after one of them attempts suicide, old crushes and resentments shine light on their life decisions, and ultimately push friendships and relationships to the brink.","'About Alex' is the story of seven college friends who reunite over a three-day weekend, after one of them attempts suicide. When the friends get together to keep an eye on Alex, the weekend that ensues will renew old crushes and resentments, shine light on bad decisions, and ultimately push friendships and relationships to the brink as the group tries to speculate when the simple life of their college years turned so muddy and complex. Sometimes irreverent, sometimes poetic, and always moving, About Alex is a searingly honest look at the changing nature of adult friendship in the Facebook/Twitter generation.",English,USA,N/A
1826590,tt1826590,About Last Night,2014,R,100 min,"Comedy, Romance",2/14/14,Steve Pink,"Leslye Headland (screenplay), Tim Kazurinsky (based on the screenplay by), Denise DeClue (based on the screenplay by), David Mamet (based upon ""Sexual Perversity in Chicago"" by)","Kevin Hart, Michael Ealy, Regina Hall, Joy Bryant",62,6.1,"12,052",http://ia.media-imdb.com/images/M/MV5BMTk3OTc4NDMzNF5BMl5BanBnXkFtZTgwNjQ2NzY3MDE@._V1_SX300.jpg,Follow two couples as they journey from the bar to the bedroom and are eventually put to the test in the real world.,Follow two couples as they journey from the bar to the bedroom and are eventually put to the test in the real world.,English,USA,1 nomination.
2205401,tt2205401,Addicted,2014,R,106 min,"Drama, Thriller",10/10/14,Bille Woodruff,"Christina Welsh (screenplay), Ernie Barbarash (screenplay), Zane (based on the novel by)","Boris Kodjoe, Brandon Gonzales, Cameron Mills, Daniel O'Callaghan",32,5.1,"1,419",http://ia.media-imdb.com/images/M/MV5BNjMzMTUyNzU3Nl5BMl5BanBnXkFtZTgwNjM5MjAwMjE@._V1_SX300.jpg,A gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life.,"Based on the best-selling novel by Zane, ADDICTED is a sexy and provocative thriller about desire and the dangers of indiscretion. Successful businesswoman Zoe Reynard (Sharon Leal) appears to have attained it all - the dream husband she loves (Boris Kodjoe), two wonderful children and a flourishing career. As perfect as everything appears from the outside, Zoe is still drawn to temptations she cannot escape or resist. As she pursues a secretive life, Zoe finds herself risking it all when she heads down a perilous path she may not survive.",English,USA,N/A
1147681,tt1147681,After,2014,R,99 min,"Drama, Mystery",8/8/14,Pieter Gaspersz,Sabrina Gennarino,"Kathleen Quinlan, John Doman, Pablo Schreiber, Sabrina Gennarino",25,6.4,89,http://ia.media-imdb.com/images/M/MV5BMTUyODc2MzMzOV5BMl5BanBnXkFtZTgwNzAyMzI3MTE@._V1_SX300.jpg,"A story centered around the Valentinos, a struggling family whose delicate balance is threatened by a carefully concealed secret that, if revealed, will change their lives forever.","Set in the winter of 2002 in chilly upstate New York, AFTER tells the story of a middle class family struggling with the financial consequences of a failing family business and a series of intergenerational conflicts and rivalries. But, what truly threatens to upset their delicate balance-- and shatter the emotionally fragile family matriarch, (played by Academy Award-nominee, Kathleen Quinlan)-- is an intricately buried secret that, if revealed, could alter their lives irrevocably. A searing study of denial, deception, and self-delusion, AFTER is also a powerful portrait of the lengths we go to protect those we love.",English,USA,N/A
2815966,tt2815966,After The Fall,2014,R,110 min,"Crime, Drama",12/12/14,Saar Klein,"Saar Klein, Joe Conway","Wes Bentley, Vinessa Shaw, Haley Bennett, Jason Isaacs",36,5.2,331,http://ia.media-imdb.com/images/M/MV5BMjIxODc5NDU1OF5BMl5BanBnXkFtZTgwNDUzMDgzMzE@._V1_SX300.jpg,A suburban father and husband embraces a life of crime in order to support his family.,A suburban father and husband embraces a life of crime in order to support his family.,English,USA,1 win & 2 nominations.
1698641,tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,PG,81 min,"Comedy, Family",10/10/14,Miguel Arteta,"Rob Lieber (screenplay), Rob Lieber (screen story), Judith Viorst (book)","Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette",54,6.2,"8,866",http://ia.media-imdb.com/images/M/MV5BOTgxMDMxMTY5OV5BMl5BanBnXkFtZTgwMjY1NzYzMjE@._V1_SX300.jpg,"Alexander's day begins with gum stuck in his hair, followed by more calamities. Though he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother, and sister all find themselves living through their own terrible, horrible, no good, very bad day.","For 12 year old Alexander Cooper, everyday is a bad day. And his family thinks he's being silly because they never have a bad day. On the day before his 12th birthday party, he learns that another boy is having a party of his own and everyone is going to it. And another kid punks him online. So at midnight of his birthday, he wishes that his whole family can have a bad day. And things for the whole family go bad, his mom's car is broken so they have to share a car, his sister has a cold and has to go on stage, his older brother, who's hoping to get his driver's license and to bring his girlfriend to the prom, has to deal with his girlfriend's snootiness and fails to get his license, his mom has a crisis at work which could cost her her job, and his dad who has a job interview has to bring his younger brother with him but because his pacifier is broken he can't stop crying. Alex feels responsible.",English,USA,1 win & 3 nominations.
2785390,tt2785390,America: Imagine the World Without Her,2014,PG-13,105 min,Documentary,7/2/14,"Dinesh D'Souza, John Sullivan","Dinesh D'Souza, John Sullivan, Bruce Schooley","Dinesh D'Souza, Barack Obama, Josh Bonzie, Rich Bentz",15,5.7,"3,916",http://ia.media-imdb.com/images/M/MV5BMjM0MjgyOTQ4NF5BMl5BanBnXkFtZTgwOTQ1NzQ3MTE@._V1_SX300.jpg,"A story that questions the shaming of the US through revisionist history, lies and omissions by educational institutions, political organizations, Alinsky, Barack Obama, Hillary Clinton and other progressives to destroy America.","A story that questions the shaming of the US through revisionist history, lies and omissions by educational institutions, political organizations, Alinsky, Barack Obama, Hillary Clinton and other progressives to destroy America.",English,USA,N/A
2179136,tt2179136,American Sniper,2014,R,132 min,"Action, Biography, Drama",1/16/15,Clint Eastwood,"Jason Hall, Chris Kyle (book), Scott McEwen (book), James Defelice (book)","Bradley Cooper, Kyle Gallner, Cole Konis, Ben Reed",73,7.6,"19,291",http://ia.media-imdb.com/images/M/MV5BMTkxNzI3ODI4Nl5BMl5BanBnXkFtZTgwMjkwMjY4MjE@._V1_SX300.jpg,"Navy SEAL sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home to his wife and kids after four tours of duty, however, Chris finds that it is the war he can't leave behind.","Chris Kyle was nothing more than a Texan man who wanted to become a cowboy, but in his thirties he found out that maybe his life needed something different, something where he could express his real talent, something that could help America in its fight against terrorism. So he joined the SEALs in order to become a sniper. After marrying, Kyle and the other members of the team are called for their first tour of Iraq. Kyle's struggle isn't with his missions, but about his relationship with the reality of the war and, once returned at home, how he manages to handle it with his urban life, his wife and kids.",English,USA,Nominated for 6 Oscars. Another 4 wins & 10 nominations.
2465146,tt2465146,And So It Goes,2014,PG-13,94 min,"Comedy, Drama, Romance",7/25/14,Rob Reiner,Mark Andrus,"Michael Douglas, Diane Keaton, Sterling Jerins, Annie Parisse",38,5.6,"4,182",http://ia.media-imdb.com/images/M/MV5BMTUwNDAwODY2MF5BMl5BanBnXkFtZTgwMDI2MTUxMjE@._V1_SX300.jpg,A self-absorbed realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.,"Oren Little has turned his back on all his neighbors and shunned the notion of being kind to others after the death of his wife. Next door neighbor Leah has put her soul, and her tears, into her stagnant singing career after the death of her husband. But then Oren's son shows up needing Oren to take care of his daughter Sarah. Oren has no patience for children, Leah never had any of her own, but 9-year-old Sarah just might be the spark that allows these two lonely souls to turn their home into a Little Shangri-La.",English,USA,1 nomination.
1640483,tt1640483,Angels in Stardust,2014,PG-13,101 min,"Comedy, Drama",2/21/14,William Robert Carey,William Robert Carey,"Alicia Silverstone, AJ Michalka, Billy Burke, Amelia Rose Blaire",34,5,315,http://ia.media-imdb.com/images/M/MV5BMTQ2OTUxNTM4OF5BMl5BanBnXkFtZTgwMzQ1NjMyMTE@._V1_SX300.jpg,"An imaginative teenage girl, living in a mystical and dangerous community built on a deserted drive-in movie lot along the Texas/Oklahoma border, struggles to realize her potential, and escape the world she was born into.","An imaginative teenage girl, living in a mystical and dangerous community built on a deserted drive-in movie lot along the Texas/Oklahoma border, struggles to realize her potential, and escape the world she was born into.",English,USA,N/A
3322940,tt3322940,Annabelle,2014,R,99 min,Horror,10/3/14,John R. Leonetti,Gary Dauberman,"Annabelle Wallis, Ward Horton, Tony Amendola, Alfre Woodard",37,5.5,"45,358",http://ia.media-imdb.com/images/M/MV5BMjM2MTYyMzk1OV5BMl5BanBnXkFtZTgwNDg2MjMyMjE@._V1_SX300.jpg,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,"John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle..",English,USA,2 nominations.
1823664,tt1823664,Annie,2014,PG,118 min,"Comedy, Drama, Family",12/19/14,Will Gluck,"Will Gluck (screenplay), Aline Brosh McKenna (screenplay), Thomas Meehan (stage play book), Harold Gray (comic strip ""Little Orphan Annie"")","Jamie Foxx, QuvenzhanÈ Wallis, Rose Byrne, Bobby Cannavale",33,4.9,"10,528",http://ia.media-imdb.com/images/M/MV5BMTAyNDYxOTI4MzNeQTJeQWpwZ15BbWU4MDQ3MDU3NjIx._V1_SX300.jpg,"A foster kid, who lives with her mean foster mom, sees her life change when business tycoon and New York mayoral candidate Will Stacks makes a thinly-veiled campaign move and takes her in.","Academy AwardÆ nominee QuvenzhanÈ Wallis (Beasts of the Southern Wild) stars as Annie, a young, happy foster kid who's also tough enough to make her way on the streets of New York in 2014. Originally left by her parents as a baby with the promise that they'd be back for her someday, it's been a hard knock life ever since with her mean foster mom Miss Hannigan (Cameron Diaz). But everything's about to change when the hard-nosed tycoon and New York mayoral candidate Will Stacks (Jamie Foxx) - advised by his brilliant VP, Grace (Rose Byrne) and his shrewd and scheming campaign advisor, Guy (Bobby Cannavale) - makes a thinly-veiled campaign move and takes her in. Stacks believes he's her guardian angel, but Annie's self-assured nature and bright, sun-will-come-out-tomorrow outlook on life just might mean it's the other way around.",English,USA,Nominated for 2 Golden Globes. Another 1 win & 8 nominations.
